id,code,head_station_sign_off_duration,head_station_sign_on_duration,name,number_of_beds,out_station_sign_off_duration,out_station_sign_on_duration
3996,"RBL",30,30,"RAE BARELI JN",1,30,30
3997,"RCP",30,30,"RAMACHANDRAPUR",1,30,30
3998,"RDL",30,30,"RUDAULI",1,30,30
3999,"RDV",30,30,"RADHA BALAMPUR",1,30,30
4000,"RES",30,30,"RASAULI",1,30,30
4001,"RMC",30,30,"RAM CHAURA ROAD",1,30,30
4002,"RMGJ",30,30,"RAMGANJ",1,30,30
4003,"RMNR",30,30,"RAHMATNAGAR",1,30,30
4004,"RRS",30,30,"RAGHURAJ SINGH",1,30,30
4005,"RUM",30,30,"RUPAMAU",1,30,30
4006,"RZN",30,30,"RAUZAGAON",1,30,30
4007,"SAF",30,30,"SALKHAPUR",1,30,30
4008,"SAGR",30,30,"SHRIRAJNAGAR",1,30,30
4009,"SAW",30,30,"SURIAWAN",1,30,30
4010,"SFH",30,30,"SAFEDABAD",1,30,30
4011,"SGJ",30,30,"SAFDARGANJ",1,30,30
4012,"SHG",30,30,"SHAHGANJ JN",1,30,30
4013,"SHJP",30,30,"SAHAJIPUR HALT",1,30,30
4014,"SHNG",30,30,"SHIVNAGAR",1,30,30
4015,"SIC",30,30,"SONIK",1,30,30
4016,"SIQ",30,30,"SARKONI",1,30,30
4017,"SKN",30,30,"SRIKRISHN NAGAR",1,30,30
4018,"SLN",30,30,"SULTANPUR",1,30,30
4019,"SLRP",30,30,"SALARPUR",1,30,30
4020,"SLW",30,30,"SOHWAL",1,30,30
4021,"SOP",30,30,"SHIUPUR",1,30,30
4022,"SPGL",30,30,"SARAI GOPAL",1,30,30
4023,"SPPR",30,30,"SHUDNIPUR",1,30,30
4024,"SQN",30,30,"SARAI KANSRAI",1,30,30
4025,"SRJK",30,30,"SURAJ KUNDA",1,30,30
4026,"SVZ",30,30,"SARAI HARKHU",1,30,30
4027,"SWE",30,30,"SIWAITH",1,30,30
4028,"SWPR",30,30,"SEWAPURI",1,30,30
4029,"SWS",30,30,"SUWANSA",1,30,30
4030,"SYC",30,30,"SARAI CHANDI",1,30,30
4031,"SYK",30,30,"SAIDKHANPUR",1,30,30
4032,"SYW",30,30,"SINDURWA",1,30,30
4033,"TEG",30,30,"TIRBEDIGANJ",1,30,30
4034,"THW",30,30,"THARWAI",1,30,30
4035,"TKRP",30,30,"TIKAULI RAWATPR",1,30,30
4036,"TLGR",30,30,"TULSI NAGAR",1,30,30
4037,"TLKH",30,30,"TALAKHAJURI",1,30,30
4038,"TLMD",30,30,"TRILOCHAN MAHDO",1,30,30
4039,"TQA",30,30,"TAKIA",1,30,30
4040,"UBN",30,30,"UBARNI",1,30,30
4041,"UCR",30,30,"UNCHAHAR JN",1,30,30
4042,"ULN",30,30,"ULNA BHARI",1,30,30
4043,"URPR",30,30,"UGRASENPUR",1,30,30
4044,"UTR",30,30,"UTRAHTIA",1,30,30
4045,"VNN",30,30,"BHANAUR",1,30,30
4046,"VPO",30,30,"BHUPIA MAU",1,30,30
4047,"VYN",30,30,"VYASNAGAR",1,30,30
4048,"WGJ",30,30,"WARIS GANJ (HALT)",1,30,30
4049,"WRGN",30,30,"WARIGAON NEWADA",1,30,30
4050,"ZBD",30,30,"ZAFARABAD JN",1,30,30
4051,"AFR",30,30,"ASAFPUR",1,30,30
4052,"AIG",30,30,"ALGAWAN",1,30,30
4053,"AJI",30,30,"ANJHI SHAHABAD",1,30,30
4054,"AKNR",30,30,"ADHYATMIK NAGAR",1,30,30
4055,"AMRO",30,30,"AMROHA",1,30,30
4056,"AO",30,30,"AONLA",1,30,30
4057,"ARH",30,30,"AMHERA",1,30,30
4058,"ASI",30,30,"ARSENI",1,30,30
4059,"ATKS",30,30,"ATWA KURSATH",1,30,30
4060,"ATMO",30,30,"AITHAL",1,30,30
4061,"ATW",30,30,"ATWA MUTHIA HALT",1,30,30
4062,"AUR",30,30,"ATRAULI ROAD",1,30,30
4063,"AWP",30,30,"AGHWANPUR",1,30,30
4064,"BAE",30,30,"BALIAKHERI",1,30,30
4065,"BARL",30,30,"BARAL",1,30,30
4066,"BBA",30,30,"BABRALA",1,30,30
4067,"BBO",30,30,"BABUGARH",1,30,30
4068,"BE",30,30,"BAREILLY(NR)",1,30,30
4069,"BEG",30,30,"BEHTAGOKUL",1,30,30
4070,"BEJ",30,30,"BENIGANJ",1,30,30
4071,"BEK",30,30,"BUNDKI",1,30,30
4072,"BGH",30,30,"BAGHAULI",1,30,30
4073,"BGMU",30,30,"BANGARMAU",1,30,30
4074,"BGRR",30,30,"BAGARPUR HALT",1,30,30
4075,"BHDH",30,30,"BAHADURPUR H.",1,30,30
4076,"BHKL",30,30,"BHAKRAULI",1,30,30
4077,"BJ",30,30,"BAHJOI",1,30,30
4078,"BJO",30,30,"BIJNOR",1,30,30
4079,"BKNA",30,30,"BAKAINA HALT",1,30,30
4080,"BLM",30,30,"BALAMU JN",1,30,30
4081,"BLPU",30,30,"BILPUR",1,30,30
4082,"BLW",30,30,"BALAWALI",1,30,30
4083,"BRDV",30,30,"BARADEV",1,30,30
4084,"BRMX",30,30,"BARMI",1,30,30
4085,"BRTA",30,30,"BARTARA",1,30,30
4086,"BSC",30,30,"BULANDSHAHR",1,30,30
4087,"BSKR",30,30,"BASI KIRATPUR",1,30,30
4088,"BTG",30,30,"BASHARATGANJ",1,30,30
4089,"BTO",30,30,"BHITAURA",1,30,30
4090,"BTRA",30,30,"BANTHRA",1,30,30
4091,"CAJ",30,30,"CHAKRAJ MAL",1,30,30
4092,"CBJ",30,30,"CLUTTER BUCK GANJ",1,30,30
4093,"CDL",30,30,"CHODIALA",1,30,30
4094,"CH",30,30,"CHANDAUSI JN",1,30,30
4095,"CHTI",30,30,"CHANETI",1,30,30
4096,"CHWT",30,30,"CHHAPRAWAT",1,30,30
4097,"CKLT",30,30,"CHAK KALI LAIT",1,30,30
4098,"CLKN",30,30,"CHUCHELA KALAN HALT",1,30,30
4099,"CNK",30,30,"CHANDOK",1,30,30
4100,"CPS",30,30,"CHAND SIAU",1,30,30
4101,"CXA",30,30,"CHANDSARA",1,30,30
4102,"DAM",30,30,"DHAMORA",1,30,30
4103,"DAN",30,30,"DHANETA",1,30,30
4104,"DDN",30,30,"DEHRADOON",1,30,30
4105,"DIB",30,30,"DIBAI",1,30,30
4106,"DIL",30,30,"DILAWARNAGAR",1,30,30
4107,"DLP",30,30,"DALPATPUR",1,30,30
4108,"DLQ",30,30,"DALELNAGAR",1,30,30
4109,"DMPR",30,30,"DHARAMPUR",1,30,30
4110,"DN",30,30,"DHANARI",1,30,30
4111,"DNRA",30,30,"DHANDHERA",1,30,30
4112,"DPR",30,30,"DHAMPUR",1,30,30
4113,"DS",30,30,"DASNA",1,30,30
4114,"DSNI",30,30,"DAUSNI",1,30,30
4115,"DUB",30,30,"DABTARA",1,30,30
4116,"DUN",30,30,"DUGANPUR",1,30,30
4117,"DWO",30,30,"DOIWALA",1,30,30
4118,"FRD",30,30,"FARHEDI",1,30,30
4119,"FRH",30,30,"FARHATNAGAR",1,30,30
4120,"FTC",30,30,"FATEHPUR CHURSI",1,30,30
4121,"FZL",30,30,"FAZALPUR",1,30,30
4122,"GAJU",30,30,"GAJU HALT",1,30,30
4123,"GDHA",30,30,"GODHA",1,30,30
4124,"GGB",30,30,"GARHMUKTESAR BR",1,30,30
4125,"GHRI",30,30,"GHORI HALT",1,30,30
4126,"GJL",30,30,"GAJRAULA JN",1,30,30
4127,"GJMB",30,30,"GANJMURADABAD",1,30,30
4128,"GLH",30,30,"GULAOTHI",1,30,30
4129,"GMS",30,30,"GARHMUKTESAR",1,30,30
4130,"GNTR",30,30,"GAUNTRA HALT",1,30,30
4131,"GSGJ",30,30,"GHAUSGANJ",1,30,30
4132,"GTF",30,30,"GUMTHAL",1,30,30
4133,"HBW",30,30,"HABIBWALA",1,30,30
4134,"HKP",30,30,"HAKIMPUR",1,30,30
4135,"HLDR",30,30,"HALDAUR",1,30,30
4136,"HMP",30,30,"HEMPUR",1,30,30
4137,"HNC",30,30,"HINDAN CABIN",1,30,30
4138,"HPU",30,30,"HAPUR",1,30,30
4139,"HRH",30,30,"HARTHALA",1,30,30
4140,"HRI",30,30,"HARDOI",1,30,30
4141,"HRW",30,30,"HARRAWALA",1,30,30
4142,"HW",30,30,"HARIDWAR",1,30,30
4143,"HZN",30,30,"HAZRAT NAGAR HALT",1,30,30
4144,"HZR",30,30,"HAFIZPUR",1,30,30
4145,"IKK",30,30,"IKKAR",1,30,30
4146,"IQB",30,30,"IQBALPUR",1,30,30
4147,"JBG",30,30,"JUNG BAHADURGNJ",1,30,30
4148,"JHH",30,30,"JHALRA",1,30,30
4149,"JKH",30,30,"JAHANIKHERA",1,30,30
4150,"JRJ",30,30,"JARGAON",1,30,30
4151,"JWP",30,30,"JWALAPUR",1,30,30
4152,"KALI",30,30,"KAILI",1,30,30
4153,"KAR",30,30,"KARNA",1,30,30
4154,"KD",30,30,"KUNDARKHI",1,30,30
4155,"KEG",30,30,"KARENGI",1,30,30
4156,"KFPR",30,30,"KAFURPUR",1,30,30
4157,"KGF",30,30,"KATHGHAR",1,30,30
4158,"KGFR",30,30,"KATHGHAR RIGHT BANK",1,30,30
4159,"KH",30,30,"KAHILIYA",1,30,30
4160,"KHE",30,30,"KANKATHER",1,30,30
4161,"KIV",30,30,"KAIALSA",1,30,30
4162,"KJLU",30,30,"KHARI JHALU",1,30,30
4163,"KJY",30,30,"KHURJA CITY",1,30,30
4164,"KKJ",30,30,"KAKORI",1,30,30
4165,"KKMB",30,30,"KASTLA KASAMBAD",1,30,30
4166,"KNT",30,30,"KANTH",1,30,30
4167,"KTW",30,30,"KOTDWARA",1,30,30
4168,"KUF",30,30,"KAURHA",1,30,30
4169,"KWT",30,30,"KHANALAMPURA WT",1,30,30
4170,"KXK",30,30,"KHARKHAUDA",1,30,30
4171,"KZS",30,30,"KUAKHERA HALT",1,30,30
4172,"LDP",30,30,"LODIPUR BISHNPR",1,30,30
4173,"LDR",30,30,"LANDAURA",1,30,30
4174,"LRJ",30,30,"LAKSAR JN",1,30,30
4175,"LRJC",30,30,"LAKSAR NORTH CABIN",1,30,30
4176,"MAH",30,30,"MADHOGANJ",1,30,30
4177,"MAHO",30,30,"MAHOLI",1,30,30
4178,"MB",30,30,"MORADABAD ",1,30,30
4179,"MCV",30,30,"MACHARYA",1,30,30
4180,"METR",30,30,"METHI TIKUR",1,30,30
4181,"MFH",30,30,"MAHRAULI",1,30,30
4182,"MHHR",30,30,"MAHESRA",1,30,30
4183,"MIL",30,30,"MILAK",1,30,30
4184,"MINJ",30,30,"MAIKALGANJ",1,30,30
4185,"MJHL",30,30,"MAJADA HALT",1,30,30
4186,"MK",30,30,"MIRANPUR KATRA",1,30,30
4187,"MKHI",30,30,"MAKHI",1,30,30
4188,"MLD",30,30,"MALIHABAD",1,30,30
4189,"MLW",30,30,"MALLANWAN",1,30,30
4190,"MNDR",30,30,"MANDI DHANAURA",1,30,30
4191,"MOM",30,30,"MAMAN",1,30,30
4192,"MOTC",30,30,"MOTICHUR",1,30,30
4193,"MPH",30,30,"MUNDHA PANDE",1,30,30
4194,"MSDR",30,30,"MURSHADPUR",1,30,30
4195,"MST",30,30,"MASIT",1,30,30
4196,"MSTH",30,30,"MISRIKH TIRATH",1,30,30
4197,"MTB",30,30,"MATLABPUR",1,30,30
4198,"MWE",30,30,"MEWA NAWADA",1,30,30
4199,"MZM",30,30,"MUZZAMPUR NRYN",1,30,30
4200,"NBD",30,30,"NAJIBABAD JN",1,30,30
4201,"NERI",30,30,"NERI",1,30,30
4202,"NGG",30,30,"NAGINA",1,30,30
4203,"NM",30,30,"NAIMISHARANYA",1,30,30
4204,"NRNR",30,30,"NURNAGAR",1,30,30
4205,"NRS",30,30,"NAGARIA SADAT",1,30,30
4206,"NSU",30,30,"NISUI",1,30,30
4207,"PHX",30,30,"PATHAKPUR",1,30,30
4208,"PKRA",30,30,"PARSA KHERA HALT",1,30,30
4209,"PKW",30,30,"PILKHUA",1,30,30
4210,"PMR",30,30,"PITAMBARPUR",1,30,30
4211,"PNI",30,30,"PURAINI",1,30,30
4212,"PRI",30,30,"PATHRI",1,30,30
4213,"PRKE",30,30,"PURUA KHERA",1,30,30
4214,"PRPM",30,30,"PT RAM PRASAD BISMIL",1,30,30
4215,"PTYR",30,30,"PATIYARA",1,30,30
4216,"QSR",30,30,"KANSRAO",1,30,30
4217,"QXR",30,30,"KUCHESAR ROAD",1,30,30
4218,"RAK",30,30,"RAMKOT",1,30,30
4219,"RBD",30,30,"RAHIMABAD",1,30,30
4220,"RBK",30,30,"REOTI B KHERA",1,30,30
4221,"RG",30,30,"RAJGHAT NARORA",1,30,30
4222,"RGB",30,30,"RAMGANGA(RGB)",1,30,30
4223,"RJK",30,30,"RAJA KA SAHASPR",1,30,30
4224,"RK",30,30,"ROORKEE",1,30,30
4225,"RKSH",30,30,"RISHIKESH",1,30,30
4226,"RMU",30,30,"RAMPUR",1,30,30
4227,"ROZA",30,30,"ROZA JN",1,30,30
4228,"RSI",30,30,"RAISI",1,30,30
4229,"RWL",30,30,"RAIWALA",1,30,30
4230,"RYS",30,30,"RASURIYA",1,30,30
4231,"SAN",30,30,"SANDILA",1,30,30
4232,"SAR",30,30,"SHAHZAD NAGAR",1,30,30
4233,"SEO",30,30,"SEOHARA",1,30,30
4234,"SEPR",30,30,"SHERPUR",1,30,30
4235,"SFPR",30,30,"SAFIPUR",1,30,30
4236,"SHRM",30,30,"SHARMA",1,30,30
4237,"SHTS",30,30,"SAMBHAL HTM SAR",1,30,30
4238,"SISN",30,30,"SISAUNA",1,30,30
4239,"SMBL",30,30,"SIMBHOOLI",1,30,30
4240,"SNKE",30,30,"SUNEHTI KHARKHR",1,30,30
4241,"SNX",30,30,"SANEH ROAD",1,30,30
4242,"SPB",30,30,"SONEKPUR HALT",1,30,30
4243,"SPC",30,30,"SITAPUR CITY",1,30,30
4244,"SPN",30,30,"SHAHJEHANPUR",1,30,30
4245,"SRMP",30,30,"SIRSI MUKHDUMPR",1,30,30
4246,"SSKA",30,30,"SISARKA",1,30,30
4247,"SUNM",30,30,"SUNAMAI HALT",1,30,30
4248,"SXK",30,30,"SHAJAHANPURCORT",1,30,30
4249,"SXQ",30,30,"SUAHERI",1,30,30
4250,"TDP",30,30,"TODARPUR",1,30,30
4251,"TLH",30,30,"TILHAR",1,30,30
4252,"TSA",30,30,"TISUA",1,30,30
4253,"UCH",30,30,"UNCHAULIA",1,30,30
4254,"UGU",30,30,"UGU",1,30,30
4255,"UTA",30,30,"UMAR TALI",1,30,30
4256,"VRH",30,30,"VIRBHADRA",1,30,30
4257,"AADR",30,30,"amb  andaura",1,30,30
4258,"ABS",30,30,"ABOHAR",1,30,30
4259,"AHH",30,30,"AHMADGARH",1,30,30
4260,"ALAL",30,30,"ALAL",1,30,30
4261,"ANSB",30,30,"ANANDPUR SAHIB",1,30,30
4262,"BARJ",30,30,"BHARATGARH",1,30,30
4263,"BCU",30,30,"BHUCHCHU",1,30,30
4264,"BFE",30,30,"BAHAWAL BASI",1,30,30
4265,"BHX",30,30,"BULLUANA",1,30,30
4266,"BKWA",30,30,"BAKAYANWALA",1,30,30
4267,"BNN",30,30,"BARNALA",1,30,30
4268,"BOF",30,30,"BAROG",1,30,30
4269,"BSPN",30,30,"BASSI PATHANAM",1,30,30
4270,"BSS",30,30,"BAHADUR SINGH W",1,30,30
4271,"BTI",30,30,"BHATINDA",1,30,30
4272,"BTIC",30,30,"BHATINDA CANTT",1,30,30
4273,"BWX",30,30,"BAHMAN DIWANA",1,30,30
4274,"BXC",30,30,"BARWALA",1,30,30
4275,"BZ",30,30,"BHARUR",1,30,30
4276,"CDG",30,30,"CHANDIGARH",1,30,30
4277,"CHA",30,30,"CHAWAPALL",1,30,30
4278,"CHTL",30,30,"CHARU TAKARLA",1,30,30
4279,"CJL",30,30,"CHAJLI",1,30,30
4280,"CNDM",30,30,"CHANDI MANDIR",1,30,30
4281,"CTW",30,30,"CHHINTANWALA",1,30,30
4282,"DBN",30,30,"DHABLAN",1,30,30
4283,"DHPR",30,30,"DAPPAR",1,30,30
4284,"DKT",30,30,"DHULKOT",1,30,30
4285,"DMP",30,30,"DHARMPUR HMCHL",1,30,30
4286,"DNX",30,30,"DHANSU",1,30,30
4287,"DOA",30,30,"DORAHA",1,30,30
4288,"DOC",30,30,"DAUN KALAN",1,30,30
4289,"DOKY",30,30,"DUKHERI",1,30,30
4290,"DUI",30,30,"DHURI JN",1,30,30
4291,"DULP",30,30,"DAULATPUR HRYNA",1,30,30
4292,"DZP",30,30,"DARAZPUR",1,30,30
4293,"FGSB",30,30,"FATEHGARH SAHIB",1,30,30
4294,"FSR",30,30,"FAQARSAR",1,30,30
4295,"FTH",30,30,"FATUHI",1,30,30
4296,"GANL",30,30,"GHANAULI",1,30,30
4297,"GDB",30,30,"GIDDARBAHA",1,30,30
4298,"GGKR",30,30,"GOVINDGARH KHKR",1,30,30
4299,"GHG",30,30,"GHAGGHAR",1,30,30
4300,"GILL",30,30,"GILL",1,30,30
4301,"GJW",30,30,"GAJUWALA",1,30,30
4302,"GMM",30,30,"GUMMAN",1,30,30
4303,"GRN",30,30,"GURNAY",1,30,30
4304,"GUNS",30,30,"GHUNAS",1,30,30
4305,"GVG",30,30,"GOVINDGARH",1,30,30
4306,"HMI",30,30,"HIMMATANA",1,30,30
4307,"HMK",30,30,"HINDUMALKOTE",1,30,30
4308,"HYA",30,30,"HADIAYA",1,30,30
4309,"JHK",30,30,"JETHUKE",1,30,30
4310,"JNCV",30,30,"MORANDA JUNCTION CABIN",1,30,30
4311,"JPS",30,30,"JMLPR SHAIKHAN",1,30,30
4312,"JSL",30,30,"JASSOWAL",1,30,30
4313,"JTO",30,30,"JUTOGH",1,30,30
4314,"JUDW",30,30,"JAGADHRI WSHOP",1,30,30
4315,"KANO",30,30,"KANOH",1,30,30
4316,"KARR",30,30,"KHARAR",1,30,30
4317,"KART",30,30,"KIRATPUR SAHIB",1,30,30
4318,"KDZ",30,30,"KANDAGHAT",1,30,30
4319,"KEJ",30,30,"KATHLEEGHAT",1,30,30
4320,"KES",30,30,"KESRI",1,30,30
4321,"KKRL",30,30,"KAKRALA",1,30,30
4322,"KLI",30,30,"KAULI",1,30,30
4323,"KLK",30,30,"KALKA",1,30,30
4324,"KLSX",30,30,"KAULSERI",1,30,30
4325,"KLWL",30,30,"KILANWALI PUNJB",1,30,30
4326,"KMNN",30,30,"KHAMANON",1,30,30
4327,"KMTI",30,30,"KUMARHATTI",1,30,30
4328,"KNN",30,30,"KHANNA",1,30,30
4329,"KNZ",30,30,"KALANOUR",1,30,30
4330,"KOTI",30,30,"KOTI",1,30,30
4331,"KRLI",30,30,"KURALI",1,30,30
4332,"KTPK",30,30,"KOTHA PAKKI",1,30,30
4333,"KUDN",30,30,"KUDNI",1,30,30
4334,"KUP",30,30,"KUP",1,30,30
4335,"LHA",30,30,"LEHRA GAGA",1,30,30
4336,"LHM",30,30,"LEHRA MUHABBAT",1,30,30
4337,"LLKN",30,30,"LAL KALAN",1,30,30
4338,"LLU",30,30,"LALRU",1,30,30
4339,"MET",30,30,"MALERKOTLA",1,30,30
4340,"MFB",30,30,"MUSTAFABAD",1,30,30
4341,"MNPR",30,30,"MINAPUR",1,30,30
4342,"MOPR",30,30,"MOHANPURA",1,30,30
4343,"MOT",30,30,"MALOUT",1,30,30
4344,"MRND",30,30,"MORINDA",1,30,30
4345,"MTPR",30,30,"RAIMAHTPUR",1,30,30
4346,"NBA",30,30,"NABHA",1,30,30
4347,"NGWN",30,30,"NOGANWAN",1,30,30
4348,"NLDM",30,30,"NANGAL DAM",1,30,30
4349,"NMDA",30,30,"NEW MORINDA",1,30,30
4350,"NNGL",30,30,"NAYANANGAL",1,30,30
4351,"ORKI",30,30,"ORKI",1,30,30
4352,"PH",30,30,"PANOH",1,30,30
4353,"PJK",30,30,"PANJ KOSI",1,30,30
4354,"PKK",30,30,"PAKKI",1,30,30
4355,"PKY",30,30,"PILKHANI",1,30,30
4356,"PLT",30,30,"PIRTHALA LLAUDA",1,30,30
4357,"PTA",30,30,"PATIALA",1,30,30
4358,"PTE",30,30,"PATIALA CANT",1,30,30
4359,"PUL",30,30,"RAMPURA PHUL",1,30,30
4360,"QRP",30,30,"KILA RAIPUR",1,30,30
4361,"RAA",30,30,"BARARA",1,30,30
4362,"RHW",30,30,"RHRA GHALUGHRA",1,30,30
4363,"RPAR",30,30,"RUPNAGAR",1,30,30
4364,"RPHR",30,30,"RAIPUR HARIYANA JN.",1,30,30
4365,"RPJ",30,30,"RAJPURA JN",1,30,30
4366,"SAG",30,30,"SANGRUR",1,30,30
4367,"SASN",30,30,"SAHIBZADA AJIT SINGH NAGAR",1,30,30
4368,"SBJ",30,30,"SARAI BANJARA",1,30,30
4369,"SDY",30,30,"SADHOO GARH",1,30,30
4370,"SEQ",30,30,"SEKHA",1,30,30
4371,"SFM",30,30,"SUNAM",1,30,30
4372,"SGS",30,30,"SHOGHI",1,30,30
4373,"SHZ",30,30,"SUMMER HILL",1,30,30
4374,"SIR",30,30,"SIRHIND JN",1,30,30
4375,"SLR",30,30,"SALOGRA",1,30,30
4376,"SML",30,30,"SHIMLA",1,30,30
4377,"SMRL",30,30,"SAMARALA",1,30,30
4378,"SMU",30,30,"SAMBHU",1,30,30
4379,"SOL",30,30,"SOLAN",1,30,30
4380,"SRE",30,30,"SAHARANPUR",1,30,30
4381,"SSW",30,30,"SARSAWA",1,30,30
4382,"SWO",30,30,"SONWARA",1,30,30
4383,"TAPA",30,30,"TAPA",1,30,30
4384,"TDW",30,30,"TANDWAL",1,30,30
4385,"TSL",30,30,"TAKSAL",1,30,30
4386,"TVI",30,30,"TARADEVI",1,30,30
4387,"UBC",30,30,"AMBALA CITY",1,30,30
4388,"UHL",30,30,"UNA HIMACHAL",1,30,30
4389,"UKN",30,30,"UKLANA",1,30,30
4390,"UMB",30,30,"UMBALA",1,30,30
4391,"YJUD",30,30,"YAMUNANAGAR JAGADHRI",1,30,30
4392,"ABR",30,30,"ABU ROAD",1,30,30
4393,"AHO",30,30,"ADARSHNAGAR",1,30,30
4394,"AII",30,30,"AJMER JN",1,30,30
4395,"APA",30,30,"AMARPURA",1,30,30
4396,"AUWA",30,30,"AUWA",1,30,30
4397,"BAR",30,30,"BAR",1,30,30
4398,"BDW",30,30,"BANDANWARA",1,30,30
4399,"BER",30,30,"BEAWAR",1,30,30
4400,"BFY",30,30,"BHESANA",1,30,30
4401,"BGG",30,30,"BANTA RNATHGARH",1,30,30
4402,"BGPR",30,30,"BHAGWANPURA",1,30,30
4403,"BGX",30,30,"BAGRI SAJJANPUR",1,30,30
4404,"BHAS",30,30,"BHOJRAS",1,30,30
4405,"BHL",30,30,"BHILWARA",1,30,30
4406,"BHWA",30,30,"BECHHIWARA",1,30,30
4407,"BI",30,30,"BARI SADRI",1,30,30
4408,"BIML",30,30,"BHIMAL",1,30,30
4409,"BJN",30,30,"BEJNAL",1,30,30
4410,"BJNR",30,30,"BIJAINAGAR",1,30,30
4411,"BMN",30,30,"BHIMANA",1,30,30
4412,"BNGM",30,30,"BANGURGRAM HALT",1,30,30
4413,"BNNR",30,30,"BHINDAR",1,30,30
4414,"BNS",30,30,"BANAS",1,30,30
4415,"BPKH",30,30,"BUDHA PUSHKAR HALT",1,30,30
4416,"BQN",30,30,"BAGRI NAGAR",1,30,30
4417,"BRLY",30,30,"BIROLIYA",1,30,30
4418,"BSJ",30,30,"BHUPALSAGAR",1,30,30
4419,"BWA",30,30,"BHINWALIYA",1,30,30
4420,"BYE",30,30,"BANSI BOHERA",1,30,30
4421,"CBG",30,30,"CHARBHUJA ROAD",1,30,30
4422,"CNL",30,30,"CHANDAWAL",1,30,30
4423,"CTT",30,30,"CHITRASANI",1,30,30
4424,"DET",30,30,"DET",1,30,30
4425,"DJKR",30,30,"DOLAJI KA KHERA",1,30,30
4426,"DNRP",30,30,"DUNGARPUR",1,30,30
4427,"DOHM",30,30,"DEVGARH MADRIYA",1,30,30
4428,"DOZ",30,30,"DAURAI",1,30,30
4429,"DRB",30,30,"DEBARI",1,30,30
4430,"DRS",30,30,"DHARESHWAR",1,30,30
4431,"DWL",30,30,"DHUWALA",1,30,30
4432,"FA",30,30,"FALNA",1,30,30
4433,"FAN",30,30,"FATEHNAGAR",1,30,30
4434,"FLD",30,30,"PHULAD",1,30,30
4435,"GBP",30,30,"GULABPURA",1,30,30
4436,"GGO",30,30,"GORAM GHAT",1,30,30
4437,"GGR",30,30,"GANGRAR",1,30,30
4438,"GRI",30,30,"GURIYA",1,30,30
4439,"GSD",30,30,"GHOSUNDA",1,30,30
4440,"HMG",30,30,"HAMIRGARH",1,30,30
4441,"HP",30,30,"HARIPUR",1,30,30
4442,"HTD",30,30,"HATUNDI",1,30,30
4443,"IQG",30,30,"IQBAL GADH",1,30,30
4444,"JAL",30,30,"JAWALI",1,30,30
4445,"JO",30,30,"JO JAGABOR",1,30,30
4446,"JTY",30,30,"JETHI",1,30,30
4447,"JWB",30,30,"JAWAI BANDH",1,30,30
4448,"JWS",30,30,"JHARWASAA",1,30,30
4449,"JYM",30,30,"JAI SAMAND ROAD",1,30,30
4450,"KBK",30,30,"KHAMIL GHAT",1,30,30
4451,"KDL",30,30,"KANKROLI",1,30,30
4452,"KDLG",30,30,"KUNDALGARH",1,30,30
4453,"KFN",30,30,"KANOR",1,30,30
4454,"KHW",30,30,"KHERODA",1,30,30
4455,"KIN",30,30,"KAPASAN",1,30,30
4456,"KLH",30,30,"KHEMLI",1,30,30
4457,"KRCD",30,30,"KHARWA CHANDA",1,30,30
4458,"KRJD",30,30,"KARJODA",1,30,30
4459,"KRKM",30,30,"KHARA-KAMERI",1,30,30
4460,"KRW",30,30,"KHARWA",1,30,30
4461,"KTOA",30,30,"KOTANA",1,30,30
4462,"KTR",30,30,"KOTHAR",1,30,30
4463,"KVJ",30,30,"KESHAVGANJ",1,30,30
4464,"KWI",30,30,"KIVARLI",1,30,30
4465,"KXA",30,30,"KUNARIYA",1,30,30
4466,"KZQ",30,30,"KHIMEL",1,30,30
4467,"LAC",30,30,"LACHHIPURA",1,30,30
4468,"LMA",30,30,"LAMBIYA",1,30,30
4469,"LNA",30,30,"LAMANA",1,30,30
4470,"LSD",30,30,"LUSADIYA",1,30,30
4471,"LSG",30,30,"LAWA SARDARGARH",1,30,30
4472,"MAA",30,30,"MAVAL",1,30,30
4473,"MAKH",30,30,"MOKHAMPURA",1,30,30
4474,"MD",30,30,"MADAR",1,30,30
4475,"MDJN",30,30,"MADAR JN",1,30,30
4476,"MDL",30,30,"MANDAL",1,30,30
4477,"MDPA",30,30,"MANDPIYA",1,30,30
4478,"MJ",30,30,"MARWAR JN",1,30,30
4479,"MKRA",30,30,"MAKRERA",1,30,30
4480,"MKWI",30,30,"MAKARWADI HALT",1,30,30
4481,"MLI",30,30,"MANGALIYAWAS",1,30,30
4482,"MOI",30,30,"MORI BERA",1,30,30
4483,"MVJ",30,30,"MAVLI JN",1,30,30
4484,"MXO",30,30,"MORTHALA",1,30,30
4485,"NANA",30,30,"NANA",1,30,30
4486,"NDT",30,30,"NATHDWARA",1,30,30
4487,"NSD",30,30,"NASIRABAD",1,30,30
4488,"NTWL",30,30,"NETAWAL",1,30,30
4489,"PDQ",30,30,"PADLA",1,30,30
4490,"PMO",30,30,"PANDOLI",1,30,30
4491,"PPF",30,30,"PIPLAJ",1,30,30
4492,"PUHT",30,30,"PUSHKAR TERMINUS",1,30,30
4493,"RANI",30,30,"RANI",1,30,30
4494,"RDD",30,30,"RIKHABDEV ROAD",1,30,30
4495,"RGQ",30,30,"RAIGADH ROAD",1,30,30
